Phrase	Translation
我和她近一样高。	[['I am nearly as tall as she.', 261102.0]]
我也和你想的一样。	[['I think the same way as you do.', 4736870.0]]
每次他来这里点一样的菜。	[['Every time he comes here, he orders the same dish.', 894789.0]]
我们很不一样。	[["We're very different.", 2240701.0]]
现在真是不一样了。	[["It's so different now.", 3729382.0]]
这次不一样。	[["This time, it's different.", 7264964.0]]
她的孩子她都一样爱。	[['She loved her children alike.', 313962.0]]
我想和Tom一样高。	[['I want to be as tall as Tom.', 2033387.0]]
这一次不一样。	[["This time, it's different.", 7264964.0]]
最不一样的的是什么？	[["What's the biggest difference?", 4493946.0]]
我和Tom一样高。	[["I'm the same height as Tom.", 7870189.0]]
她可能以后会明白我的意思。	[['She may realize later what I meant.', 388946.0]]
九点以后打电话比较便宜吗？	[['Is it cheaper to call after 9:00?', 72279.0]]
他三个小时以后回家。	[['He went home three hours later.', 599710.0]]
你以后再也不会看到它了。	[["You'll never see that again.", 5094815.0]]
他再不是以前的他了。	[['He is not what he was.', 296484.0]]
他以前就是在这里住的。	[['Here is the house where he lived.', 504716.0]]
他以前是我最好的朋友，他现在是我最好的朋友，他以后也会是我最好的朋友。	[['He was, is, and will be, my best friend.', 288222.0]]
你必须在中午以前完成这个工作。	[['You have to get this work finished by noon.', 15958.0]]
Ken中午以前会在家。	[['Ken will be at home until noon.', 62452.0]]
她以前在我们公司工作。	[['She used to work for our company.', 310664.0]]
她以前和他住一起。	[['She used to live with him.', 887490.0]]
他不再是以前那个他。	[["He isn't himself anymore.", 4753795.0]]
这里以前有个商店。	[['There used to be a store right here.', 28358.0]]
我以前是医生。	[['I was a doctor.', 2549661.0]]
我比以前吃得少了。	[["I don't eat as much as I used to.", 5193772.0]]
他不再是以前的那个他了。	[["He isn't what he used to be.", 7402379.0]]
你以前想做什么？	[['What did you want to do?', 5917931.0]]
你以前喜欢吗？	[['Did you use to like it?', 8773926.0]]
明天下午2点以前，我希望这工作完成了。	[["I want this work completed by two o'clock tomorrow afternoon.", 59095.0]]
我以前住的地方离这里不远。	[['I used to live not too far from here.', 6097698.0]]
我还以为他会来开会。	[['I had expected him at the meeting.', 49185.0]]
我以为你会来。	[['I took it that you would come.', 29043.0]]
我以为他是我弟弟。	[['I thought he was my brother.', 471075.0]]
她以为我是医生。	[['She thought that I was a doctor.', 492633.0]]
我以为这是真的。	[['I thought it was true.', 2401.0]]
我以为Tom是好人。	[['I thought that Tom was kind.', 255290.0]]
我以为你是我的朋友。	[['I thought you were my friend.', 1453929.0]]
我以为你知道。	[['I thought you knew.', 3213033.0]]
我以为他会来的。	[['I thought that he would come.', 641018.0]]
我还以为你今天不来上班呢	[["I thought you wouldn't have come to work today.", 4713483.0]]
我以为你知道所以我就问问。	[['I asked because I thought you knew.', 5313647.0]]
他以为我什么都不知道，其实我什么都知道。	[["He thinks I don't know anything about it, but, in reality, I know everything.", 7819405.0]]
我以为你在听。	[['I thought that you were listening.', 7172047.0]]
你以为我不想吗？	[["Do you think I don't want to?", 9471999.0]]
我以为你是老师。	[['I thought that you were a teacher.', 7171932.0]]
你一般和谁去看电影？	[['Who do you usually go to the movies with?', 7236789.0]]
你一般和朋友一起做什么？	[['What do you usually do with your friends?', 7242669.0]]
一般我在晚上洗澡。	[['I usually have my bath at night.', 7856308.0]]
我一般六点起床。	[['I usually get up at 6:00.', 460916.0]]
他很喜欢一边洗澡一边唱歌。	[['He likes to sing in the bathtub.', 289506.0]]
他一边唱歌一边工作。	[['He sang while working.', 294485.0]]
他一直很担心他的女儿。	[["He's always worrying about his daughter.", 289220.0]]
他一直在做买卖。	[["He's always trading.", 2846100.0]]
最近我一直都很忙。	[['I have been busy lately.', 257657.0]]
她一直都相信我。	[['She always believes in me.', 4104414.0]]
你就是我一直要找的人。	[["You're the man I've been looking for.", 2712762.0]]
我一直在找你。	[["I've been looking for you.", 321791.0]]
我从昨天开始一直忙着。	[["I've been busy since yesterday.", 7715146.0]]
从七月开始我们一直住在这里。	[["We've been living here since July.", 23244.0]]
我从上个星期日开始一直在忙。	[['I have been busy since last Sunday.', 253686.0]]
我一直走到火车站。	[['I walked as far as the station.', 256277.0]]
我知道她一直很忙。	[['I know that she has been busy.', 261074.0]]
我一直读这个读了几个小时。	[["I've been reading this for a few hours.", 7793756.0]]
我最近一直都在忙。	[["I'm always busy these days.", 432993.0]]
你这个星期一直在做什么？	[['What have you been doing this week?', 242085.0]]
他就是我们一直要找的那一个人。	[["He is the very man that we've been looking for.", 284354.0]]
会议一直开到五点。	[['The meeting lasted until 5.', 22493.0]]
你一直在哪里？	[['Where have you been?', 6026.0]]
她一直在进进出出医院。	[['She is constantly in and out of hospital.', 316098.0]]
我一直在想你。	[['I think of you all the time.', 252805.0]]
他上课的时候一直坐在我的旁边。	[["When he's in class, he continuously sits next to me.", 3537626.0]]
我还是一直想着他。	[['I still think about him all the time.', 3688510.0]]
我一直聪明。	[["I've always been smart.", 2358931.0]]
你一直努力工作。	[['You always work hard.', 5403058.0]]
我要一直做下去。	[["I'll keep doing it.", 5166553.0]]
你一直忙。	[["You're always busy.", 2218068.0]]
我一直在这里。	[["I'm always here.", 5975691.0]]
我一直都想去做。	[["I've always wanted to do that.", 5282235.0]]
我一直不相信他。	[['I have never believed him.', 7782258.0]]
我一直很害怕。	[['I was scared all the time.', 8344859.0]]
今天我一直很忙。	[["I've had a busy day.", 1891187.0]]
他几乎一直在家。	[['He is almost always home.', 895777.0]]
他一直会给他妻子送礼物。	[['He is always giving presents to his wife.', 290157.0]]
你喜欢音乐吗？	[['Do you like music?', 386729.0]]
他喜欢运动，也喜欢音乐。	[['He likes sports as well as music.', 294190.0]]
我们还是不要再见面了。	[['It would be better for both of us not to see each other anymore.', 31637.0]]
你爱音乐吗？	[['Do you like music?', 386729.0]]
我不懂音乐。	[["I don't have an ear for music.", 472164.0]]
我本想去参加音乐会的。	[['I wanted to go to the concert.', 253822.0]]
要是我能去音乐会就好了。	[['If only I can go to the concert!', 2757050.0]]
他的音乐会非常好。	[['His concert was great.', 465973.0]]
我听音乐。	[['I listen to music.', 25404.0]]
如果你不去音乐会, 我也不去。	[['If you are not going to the concert, then neither am I.', 71600.0]]
他喜欢音乐和运动。	[['He likes both music and sports.', 294201.0]]
他正在听音乐。	[['He was listening to music.', 294205.0]]
他喜欢音乐吗? "是的, 他喜欢。"	[['Does he like music? "Yes, he does."', 73567.0]]
我买了两张音乐会的票。	[['I bought two tickets for a concert.', 253824.0]]
我正在听音乐。	[["I'm listening to music.", 757414.0]]
他非常喜欢音乐。	[['He loves music.', 1316125.0]]
我们喜欢听音乐。	[['We enjoyed listening to the music.', 248463.0]]
他很喜欢音乐。	[['He likes music very much.', 294185.0]]
我们学习音乐。	[['We study music.', 247742.0]]
她喜欢听音乐。	[['She likes to listen to music.', 312758.0]]
他经常坐在我旁边听音乐。	[['He often sits by me and listens to music.', 293284.0]]
他真的很热爱音乐。	[['He really likes music a lot.', 1316128.0]]
我想和你一起去音乐会。	[['I would like to go to the concert with you.', 17620.0]]
他没有听音乐。	[["He didn't listen to music.", 1493791.0]]
因为我们不可能买票了，所以我们没去音乐会。	[["We weren't able to buy tickets, so we didn't go to the concert.", 464446.0]]
我经常听音乐。	[['I have often listened to the music.', 253886.0]]
我爱音乐。	[['I love music.', 2245965.0]]
她听着音乐。	[['She was listening to music.', 312756.0]]
我们喜欢音乐。	[['We like music.', 247741.0]]
我们还可以再见面吗?	[['Could I see you again?', 6402751.0]]
她非常喜欢音乐。	[['She likes music very much.', 312735.0]]
音乐会上有很多人。	[['There were many people at the concert.', 54845.0]]
你不是音乐家？	[["Aren't you a musician?", 6091992.0]]
我们听点音乐吧。	[["Let's listen to music.", 2414901.0]]
音乐会不怎么样。	[["The concert wasn't very good.", 1039953.0]]
她懂音乐。	[['She understands music.', 312736.0]]
我在银行工作。	[['I work in a bank.', 663084.0]]
我不喜欢在银行工作.	[["I don't like working at the bank.", 386727.0]]
他银行里有点钱。	[['He has some money in the bank.', 290696.0]]
这里离银行远吗？	[['Is the bank far from here?', 48625.0]]
经过银行，左边就是他的办公室了。	[['His office is past the bank on your left.', 286530.0]]
银行在哪里？	[['Where is the bank?', 48623.0]]
我为一家银行工作。	[['I work for a bank.', 256979.0]]
请去银行。	[['Please go to the bank.', 18441.0]]
他儿子不在银行工作。	[["His son doesn't work at a bank.", 1230532.0]]
银行九点开门。	[["Banks open at nine o'clock.", 18433.0]]
我要去银行了。	[["I've got to go to the bank.", 4728100.0]]
我必须到银行去。	[["I've got to go to the bank.", 4728100.0]]
银行九点开门	[["Banks open at nine o'clock.", 18433.0]]
银行开着吗？	[['Is the bank open?', 18432.0]]
银行什么时候开门？	[['When does the bank open?', 4053875.0]]
你应该去睡觉了吧。	[['You should go to sleep.', 7048689.0]]
现在他应该已经到了。	[['He should have arrived by now.', 293112.0]]
我们应该做到最好。	[['We have to do our best.', 1309027.0]]
男人应该工作。	[['The man must work.', 1072518.0]]
我本来应该读一下这本书。	[['Of course I should read this book.', 387497.0]]
我应该去看医生吗？	[['Shall I go for the doctor?', 27902.0]]
你应该小心选择朋友。	[['You should be careful in your choice of friends.', 324354.0]]
我应该不能再见到他了。	[['There is little chance of my meeting him again.', 243666.0]]
你应该从比较简单的书开始。	[['Read such books as can be easily understood.', 324811.0]]
你应该努力工作。	[['You should work hard.', 15863.0]]
昨天打电话的时候，她应该到家了。	[['If only she had been home when I called yesterday!', 244642.0]]
我应该打扫我的房间。	[['I should clean my room.', 1821028.0]]
你现在是大学生了，应该努力点读书。	[["Now that you're a college student, you should study harder.", 31204.0]]
你应该多吃点水果。	[['You should eat more fruit.', 30509.0]]
我还是应该买你的书。	[['I still have to buy your book.', 398757.0]]
我认为你不应该。	[["I don't think you should.", 4761630.0]]
你昨天应该来看我的。	[['You ought to have come to see me yesterday.', 16112.0]]
你应该知道的。	[['You should know it.', 327658.0]]
我们应该去请医生。	[['We should call the doctor.', 632493.0]]
我想那应该没关系的。	[['I guess that would be all right.', 40581.0]]
你应该去。	[['You should go.', 518556.0]]
你不应该去。	[["You shouldn't go.", 405481.0]]
我们应该去哪里？	[['Where should we go?', 517410.0]]
你不应该出去。	[["You shouldn't go out.", 516307.0]]
他应该来的。	[['He was supposed to come.', 289775.0]]
你不应该去那里的。	[["You shouldn't have gone there.", 541476.0]]
你应该去看医生。	[['You should see a doctor.', 405716.0]]
你不应该做的。	[["You shouldn't have done it.", 16554.0]]
您本应该看看它的。	[['You should have seen it.', 17549.0]]
你昨天应该来的。	[["You should've come yesterday.", 5651761.0]]
你不应该一个人去。	[['You should not go alone.', 69783.0]]
我应该买些东西给他吗？	[['Should I buy something for him?', 403374.0]]
你不应该出门。	[["You shouldn't go out.", 516307.0]]
你应该参加这个会议的。	[["You should've attended the meeting.", 6678534.0]]
我觉得你应该去看医生。	[['I think you should see a doctor.', 28054.0]]
请告诉我应该做什么。	[['Please tell me what I should do.', 411289.0]]
她现在应该已经到了。	[['She ought to have arrived by now.', 309964.0]]
